,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
1829,295.000 €,1," 28,71 m²",Straße nicht freigegeben,80686 München  (Laim),Gewerblicher,Wohnungslage3. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Bad mit Wanne Balkon Einbauküche Böden: Fliesenboden, Kunststoffboden Fenster: Holzfenster Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerÖlGültigkeit bis 13.02.2028 EffizienzklasseEEndenergieverbrauch 150,10 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerÖlHeizungsartZentralheizung,"Der bevorzugte und begrünte Stadtteil Laim befindet sich im Westen der bayerischen Landeshauptstadt München mit einer direkten Anbindung zu den Nachbarorten Nymphenburg, Pasing, Schwanthalerhöhe sowie Hadern. Auch die Infrastruktur ist optimal. Die öffentlichen Verkehrsmittel wie S-Bahn, U-Bahn, Bus und Straßenbahn sind...",,,,,,,,,,,,,,
1830,399.000 €,2," 40,89 m²",Straße nicht freigegeben,81371 München  (Sendling),Gewerblicher,Wohnungslage4. GeschossBezugnach Vereinbarung,Bezugnach Vereinbarung,Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1960 ,1960,,EnergieträgerÖlHeizungsartZentralheizung,Sendling- Thalkirchen liegt im südlichen Münchner Stadtgebiet zwischen Großhesselohe und dem Stadtzentrum. Die Isarauen und der Flaucher sind fußläufig erreichbar. Die zu verkaufende Einheit liegt in einer Einbahnstraße mit entsprechend geringerem Verkehr. Alle Geschäfte des täglichen Bedarfs befinden sich in der...,,,,,,,,,,,,,,
1831,675.000 €,"3,5", 84 m²,Allgäuer Straße 61,81475 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,"Bad mit Fenster, Gäste-WC Balkon, Garten Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1966 ,1966,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerÖlGültigkeit 04.11.2017 bis 03.11.2027 Endenergieverbrauch 178,70 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,Forstenried ist ein südlicher Stadtteil im Stadtbezirk 19 Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln. Dieser sehr gefragte Stadtteil zeichnet sich durch die Nähe zum Forstenrieder Park sowie zum Starnberger See aus. Über die Autobahn A95 in Richtung Garmisch-Partenkirchen erreichen Sie den wunderschönen See mit...,,,,,,,,,,,,,,
1832,949.000 €,"2,5"," 74,50 m²",Straße nicht freigegeben,80803 München  (Schwabing-West),Gewerblicher,Wohnungslage2. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Einbauküche Böden: Holzdielen, Fliesenboden, Parkett Anschlüsse: Kabelanschluss ",Baujahr: 1917 Personenaufzug ,1917,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1917Wesentliche EnergieträgerGASGültigkeit bis 11.07.2032 EffizienzklasseCEndenergiebedarf 94,20 kWh/(m²·a)  ","EnergieträgerGasHeizungsartEtagenheizung, Fußbodenheizung","Schwabing ist ein weit über die Grenzen Münchens hinaus bekannter Stadtteil. Für den Kulturinteressenten gibt es eine Vielzahl von Galerien, Museen, Theater, Kinos etc. Sämtliche Einkaufs- und Vergnügungsmöglichkeiten werden durch eine Palette von Geschäften für jeglichen Bedarf und vielfältigen gastronomischen Einrichtungen...",,,,,,,,,,,,,,
1833,1.198.200 €,4, 105 m²,An der Rehwiese 3,81375 München  (Hadern),Gewerblicher,Wohnungslage1. GeschossBezug2024Derzeitige Nutzungfrei,Bezug2024,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Balkon offene Küche WG-geeignet Böden: Parkett kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss Haustiere erlaubt ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2022,,"EnergieträgerErdwärmeHaustypKfW 55HeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung","Das Mehrfamilienhaus besticht durch seine absolut ruhige Lage in einem gewachsenen Wohnviertel im Südwesten Münchens. Großhadern bietet Ihnen eine breite Auswahl an Geschäften für den täglichen Bedarf. Vom Metzger über Bäcker, Gemüsehändler oder Supermarkt: Es ist alles vorhanden. Durch seinen dörflichen Charakter mit...",,,,,,,,,,,,,,
1834,419.000 €,"1,5"," 43,36 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Neubau Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Neubau,,,,,,,,,,
1835,520.000 €,2," 44,08 m²",Straße nicht freigegeben,80805 München  (Schwabing-Freimann),Gewerblicher,Bezugvermietet,EnergieausweistypVerbrauchsausweis,offene Küche Böden: Laminat ,Baujahr: 1956 Personenaufzug 1 Stellplatz: Duplex ,1956,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 19.07.2028 EffizienzklasseCEndenergieverbrauch 93,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,SCHWABING - Viel Lebensqualität im ehemaligen KünstlerviertelWeit über die Grenzen der bayerischen Landeshauptstadt hinaus ist Schwabing bekannt als eines der schönsten und beliebtesten Stadtviertel Münchens.Schwabing gehört zu einer der bevorzugten Wohngegenden der Stadt.Das Leben Tür an Tür mit...,,,,,,,,,,,,,,
1836,850.000 €,4, 93 m²,Straße nicht freigegeben,80935 München  (Feldmoching-Hasenbergl),Gewerblicher,WohnungslageErdgeschoss,EnergieausweistypBedarfsausweis,"Bad mit Wanne und Dusche, Gäste-WC Garten, Terrasse Einbauküche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: gepflegt Weitere Räume: Abstellraum Anschlüsse: DSL-Anschluss ",Baujahr: 1992 1 Stellplatz: Garage ,1992,EnergieausweistypBedarfsausweisGebäudetypWohngebäude,EnergieträgerGasHeizungsartZentralheizung,,,,,,,,,,,,,,,
1837,579.000 €,2," 60,05 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage3. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",,,,Altbau,,,,,,,,,,
1838,219.000 €,1, 31 m²,Straße nicht freigegeben,81543 München  (Untergiesing-Harlaching),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Zustand: gepflegt ,Personenaufzug ,,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1959Gültigkeit bis 07.08.2028 Endenergieverbrauch 104,90 kWh/(m²·a)  ",EnergieträgerGas,"Entfernungen:+ Geschäfte für den täglichen Bedarf fußläufig erreichbar+ Buslinie 52 Richtung ""Tierpark, Mrienplatz"" fußläufig erreichbar.+ U-Bahn-Station ""Candidplatz"" in wenigen Minuten fußläufig erreichbar+ Münchner Marienplatz ca. 4 km in ca. 11 Autominuten erreichbar (je nach...",,,,,,,,,,,,,,
1839,881.000 €,3, 76 m²,Straße nicht freigegeben,80797 München  (Schwabing-West),Gewerblicher,WohnungslageErdgeschossBezugvermietetDerzeitige Nutzungvermietet,Bezugvermietet,"Bad mit Wanne Garten, Terrasse Einbauküche Böden: Laminat Ausstattung: neuwertig Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 2003 Personenaufzug 1 Stellplatz: Tiefgarage ,2003,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2003Wesentliche EnergieträgerKWK fossilGültigkeit 10.09.2018 bis 09.09.2028 EffizienzklasseDEndenergieverbrauch 127,10 kWh/(m²·a)  - Warmwasser enthalten ","HeizungsartFußbodenheizung, Zentralheizung","Der 4. Stadtbezirk hat ca. 68.000 Einwohner und gilt als Stadtteil der vielen schönen Plätze. Der Kurfürstenplatz, der Hohenzollernplatz oder der Elisabethplatz sind einige der bekanntesten davon. Der Stadtteil ist durch U-Bahn, Trambahn sowie mehrere MVG-Buslinien erschlossen. In Schwabing-West besteht ein hoher...",,,,,,,,,,,,,,
1840,672.000 €,3, 70 m²,Passauerstraße 8,81369 München  (Sendling-Westpark),,Wohnungslage2. GeschossBezugsofort,EnergieausweistypBedarfsausweis,Balkon Einbauküche ,Baujahr: 1968 ,1968,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1968EffizienzklasseEEndenergiebedarf 159,20 kWh/(m²·a)  ",,"Die Immobilie befindet sich in belebter Wohnlage in München Sendling-Westpark. Zu Fuß erreichen Sie mehrere Restaurants, Bäckereien, Ärzte, Supermärkte und Cafés. Außerdem gibt es verschiedene Grün- und Parkanlagen, Modegeschäfte, Fitnessstudios, zwei Bars und zwei Buchhandlungen.",,,,,,,,,,,,,,
1841,1.125.000 €,3," 82,57 m²",Straße nicht freigegeben,80336 München  (Ludwigsvorstadt-Isarvorstadt),Gewerblicher,Wohnungslage4. GeschossBezugsofort,Bezugsofort,Balkon Einbauküche Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 2006 Personenaufzug 1 Stellplatz ,2006,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2004EffizienzklasseBEndenergieverbrauch 53,90 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Immobilie finden Sie in zentraler und trotzdem ruhiger Lage in München Ludwigsvorstadt. Bus-, Tram- und U-Bahnlinien erreichen Sie in höchstens 2 Geh-Minuten. Der Hauptbahnhof ist ebenfalls fußläufig erreichbar (allerdings nicht in Hörweite). Außerdem befinden sich gleich um die Ecke verschiedene Restaurants, Cafés, Ärzte...",,,,,,,,,,,,,,
1842,640.000 €,3, 74 m²,Straße nicht freigegeben,80997 München  (Allach-Untermenzing),Gewerblicher,Wohnungslage2. GeschossBezugnach Absprache,Bezugnach Absprache,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1960 ,1960,,EnergieträgerGasHeizungsartZentralheizung,"Allach-Untermenzing ist ein Stadtbezirk der Landeshauptstadt München. Er liegt im nordwestlichen Rand der Stadt. Das zuvorkommende Miteinander der Leute wird durch ein teilweise dörfliches Erscheinungsbild bestärkt. Durch die ruhige Lage, in der sich die Wohnung befindet, verweilen Sie abseits der ganzen...",,,,,,,,,,,,,,
1843,615.000 €,2, 50 m²,Straße nicht freigegeben,80639 München / Nymphenburg  (Neuhausen-Nymphenburg),Gewerblicher,WohnungslageErdgeschossBezugsofortDerzeitige Nutzungvermietet,Bezugsofort,Einbauküche Zustand: renoviert / saniert Anschlüsse: Kabelanschluss ,Baujahr: 1830 ,1830,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1974Wesentliche EnergieträgerGASGültigkeit bis 04.05.2030 EffizienzklasseFEndenergiebedarf 198,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Diese geschmackvolle 2-Zimmer-Wohnung liegt sehr ruhig in bester Lage in Nymphenburg-Gern.,,,,,,,,,,,,,,
1844,749.000 €,3, 82 m²,Straße nicht freigegeben,80807 München  (Schwabing-Freimann),Gewerblicher,Wohnungslage3. GeschossBezug01.01.2023,Bezug01.01.2023,"Gäste-WC Balkon Einbauküche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 2002 Personenaufzug ,2002,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2002Gültigkeit bis 02.10.2032 Endenergieverbrauch 78,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Die Parkstadt Schwabing ist das nördliche Ende des Stadtteils Schwabing. Eine Reihe von namhaften Firmen, wie Amazon, Microsoft, Osram und BMW, sprechen für die Qualität dieses Standortes. Das gesamt Wohngebiet ist optimal an das Hauptstraßennetz Autobahn A9, Mittlerer Ring, Leopoldstraße und Domagkstraße angebunden. Durch...",,,,,,,,,,,,,,
1845,890.000 €,3, 95 m²,Straße nicht freigegeben,81245 München  (Aubing-Lochhausen-Langwied),Gewerblicher,KategorieTerrassenwohnungWohnungslage2. Geschoss (Dachgeschoss)BezugSofortDerzeitige Nutzungfrei,Wohnungslage2. Geschoss (Dachgeschoss),"Bad mit Fenster, Gäste-WC Terrasse Ausblick: Fernblick offene Küche Böden: Parkett Fenster: Aluminiumfenster, Holzfenster Zustand: renoviert / saniert kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 2009 1 Stellplatz: Tiefgarage Serviceleistungen: Reinigungsservice ,2009,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2007Wesentliche EnergieträgerStrom/StromGültigkeit 23.05.2017 bis 23.05.2027 EffizienzklasseA+Endenergieverbrauch 23,10 kWh/(m²·a)  - Warmwasser enthalten ","EnergieträgerElektro, ErdwärmeHeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung","Am westlichen Stadtrand von München liegt der schöne und teilweise noch sehr ursprüngliche Stadtteil Aubing. Grenzt hier direkt an Obermenzing an und hat die gleiche Postleitzahl 81245. Der alte Ortskern wird geprägt durch die wunderschöne Pfarrkirche St. Quirin. Seit 1992 bilden Aubing, Lochhausen und Langwied den...",,,,,,,,,,,,,,
1846,469.000 €,2," 59,94 m²",Straße nicht freigegeben,81245 München  (Pasing-Obermenzing),Gewerblicher,Derzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1997 1 Stellplatz ,1997,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1997Wesentliche EnergieträgerFERNGültigkeit bis 28.07.2029 EffizienzklasseEEndenergieverbrauch 141,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,Obermenzing liegt westlich von Nymphenburg und nördlich von Pasing. Insgesamt grenzt Obermenzing gar an acht Stadtteile. Mitten durch den Stadtteil führen die Zubringer zur Autobahn A 8 München-Stuttgart. Obermenzing ist direkt über die S-2 Richtung Petershausen an das städtische Verkehrsnetz angebunden.,,,,,,,,,,,,,,
1847,395.000 €,1," 38,32 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage2. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Neubau Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Neubau,,,,,,,,,,
1848,495.000 €,3, 81 m²,Straße nicht freigegeben,81735 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage4. GeschossBezugauf Anfrage,Bezugauf Anfrage,Balkon ,Baujahr: 1973 ,1973,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1973EffizienzklasseFEndenergiebedarf 189,00 kWh/(m²·a)  ",HeizungsartZentralheizung,Neuperlach ist ein seit 1967 auf der grünen Wiese erbauter Stadtteil im Südosten Münchens und gehört zum Stadtbezirk Ramersdorf-Perlach der bayerischen Landeshauptstadt. Das hauptsächlich aus Großwohnsiedlungen zusammengesetzte Quartier auf der östlich des alten Dorfes Perlach gelegenen ehemaligen Perlacher Haid ist eine der...,,,,,,,,,,,,,,
1849,525.000 €,3," 80,76 m²",Straße nicht freigegeben,81369 München  (Sendling-Westpark),Gewerblicher,Derzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Baujahr: 1963 ,,,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1963Wesentliche EnergieträgerGasGültigkeit 20.02.2019 bis 19.02.2029 EffizienzklasseDEndenergieverbrauch 105,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Das Objekt liegt in zentraler Lage, mitten im Herzen von Sendling. Sowohl die Verkehrsanbindung als auch die Infrastruktur sind ausgezeichnet. Supermärkte, Bäcker und Ärzte sind fußläufig in nur wenigen Minuten erreichbar. Die U6 erreichen Sie in ca. 4 Minuten, die mit nur einer Haltestelle den Verkehrsknotenpunkt Harras...",,,,,,,,,,,,,,
1850,665.000 €,3, 83 m²,Straße nicht freigegeben,81477 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageDachgeschoss,,,,,,,"Wohnung Nr. 3 im DG und Dachspitz, 83 m² Wfl., nebst Kellerraum und Gartenanteil, Bj. um 1960 - zeitgleich werden noch zwei weitere Wohnungen versteigert - Raumaufteilung: DG: Diele, Abstellraum, 2 Schlafzimmer, Bad/WC, Küche Wohn-/Esszimmer; DG: GalerieBitte kontaktieren Sie uns bei weiteren Fragen telefonisch...",,,,,,,,,,,,,,
1851,1.110.000 €,3," 80,27 m²",Straße nicht freigegeben,81247 München  (Pasing-Obermenzing),Gewerblicher,WohnungslageErdgeschoss,,Terrasse barrierefrei Zustand: Erstbezug ,Baujahr: 2022 1 Stellplatz: Tiefgarage ,2022,,,"Aufgrund der guten Verkehrsanbindung zählt es zu den begehrtesten Wohnlagen im Westen der Landeshauptstadt München.Nur wenige Kilometer vom Münchner Stadtzentrum entfernt, bietet Obermenzing durch seine Symbiose aus Naturerlebnis, Innenstadtnähe und optimaler Verkehrsanbindung Lebensqualität aufhöchstem Niveau...",,,,,,,,,,,,,,
1852,1.775.000 €,3, 135 m²,Straße nicht freigegeben,81925 München  (Bogenhausen),Gewerblicher,Wohnungslage1. Geschoss,,Weitere Räume: Kelleranteil ,Baujahr: 1983 ,1983,,,"Eigentumswohnung, Baujahr: ca. 1983, Aufteilungsplan: 8,11, Miteigentumsanteil: 10.93%, 1. Etage, Wohnfläche: 135m², Zimmer: 3, Küche, Bad, Gäste WC('s), Balkon, Keller, Garage vorhanden",,,,,,,,,,,,,,
1853,2.355.000 €,4, 184 m²,Straße nicht freigegeben,81479 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageDachgeschoss,EnergieausweistypVerbrauchsausweis,"Gäste-WC, Bad/WC getrennt ",Stellplatz: Tiefgarage ,,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2003Endenergieverbrauch 116,20 kWh/(m²·a)  ",EnergieträgerGas,"Solln hat sich seit ca. 1900 zu einem bevorzugten Wohnort für ein ausgesuchtes Klientel entwickelt. Als Grund hierfür lassen sich unter anderem das unmittelbar angrenzende Naherholungsgebiet der Isarauen und der seither bestehende, überaus attraktive Gartenstadtcharakter dieses Stadtteils nennen.Der südlichste und...",,,,,,,,,,,,,Tiefgarage,
1854,1.160.000 €,"4,5", 121 m²,Straße nicht freigegeben,81825 München Trudering  (Trudering-Riem),Gewerblicher,Wohnungslage2. Geschoss (Dachgeschoss),EnergieausweistypBedarfsausweis,"Gäste-WC Terrasse Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2015 Personenaufzug 1 Stellplatz: Tiefgarage ,2015,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2015Wesentliche EnergieträgerERDWAERMEGültigkeit bis 10.02.2025 EffizienzklasseA+Endenergiebedarf 15,20 kWh/(m²·a)  ","HeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe","Trudering liegt im östlichen Randbereich Münchens. Es ist in erster Linie ein Wohnviertel. Mit seiner 1200-jährigen Geschichte, viel Grün und dem Truderinger Wald, der größten zusammenhängenden Waldfläche auf Münchner Stadtgebiet, hat das Viertel einiges zu bieten. Der Stadtbezirk ist über die Wasserburger Landstraße...",,,,,,,,,,,,,,
1855,729.000 €,1," 35,93 m²",Gabrielenstr. 3,80636 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage3. GeschossBezugAnfang 2024,BezugAnfang 2024,"Bad mit Dusche Balkon Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 2021 Zustand: Neubau Personenaufzug ,2021,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2021Wesentliche EnergieträgerFernwärmeEffizienzklasseBEndenergiebedarf 63,10 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"KRAFTVOLLER STANDORT. AUTHENTISCHER CHARAKTER. Das St.-Vinzenz-Viertel ist nahbar und weltgewandt, persönlich und pulsierend zugleich. Sein ursprüngliches Münchner Flair und die vitale Ausstrahlung verleihen dem lebenswerten Viertel in Neuhausen kosmopolitischen Charakter. Hier genießt man ein großstädtisches Angebot in...",,,,,,,,,,,,,,
1856,555.000 €,3, 68 m²,Straße nicht freigegeben,80805 München  (Schwabing-Freimann),Gewerblicher,Wohnungslage3. GeschossBezugab sofort bezugsfrei,Bezugab sofort bezugsfrei,"Bad mit Dusche Balkon Einbauküche barrierefrei Böden: Fliesenboden, Laminat, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1965 ,1965,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1965Wesentliche EnergieträgerGasGültigkeit 25.09.2017 bis 24.09.2027 EffizienzklasseDEndenergieverbrauch 125,90 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Der 12. Münchner Stadtbezirk zählt ca. 78.000 Einwohner. Er besteht aus der ehemaligen Stadt Schwabing, der ehemaligen Gemeinde Freimann sowie aus Fröttmaning. Hier steht die berühmte Allianz Arena. Das Verkehrsnetz ist mit U-Bahn und Bussen perfekt ausgebaut. Seit dem Jahr 2000 entstanden viele neue Wohnquartiere wie die...",,,,,,,,,,,,,,
1857,529.000 €,1, 48 m²,Straße nicht freigegeben,81545 München  (Untergiesing-Harlaching),Gewerblicher,WohnungslageErdgeschossBezugnach Absprache,Bezugnach Absprache,"Bad mit Wanne und Dusche Einbauküche barrierefrei Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1985 1 Stellplatz: Tiefgarage ,1985,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeEndenergieverbrauch 135,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGas,"Eine der besten Lagen mitten in Harlaching = Werthaltigkeit!Gewachsene Wohngegend mit Einfamilienhäusern und kleineren MFH, sehr viel Grün und dem Perlacher Forst in unmittelbarer Nähe. Auch die Isar ist in wenigen Minuten zu Fuß zu erreichen.Kein Verkehrslärm, keine Durchgangsstraße!Dennoch alle...",,,,,,,,,,,,,,
1858,920.000 €,5, 121 m²,Straße nicht freigegeben,81829 München  (Berg am Laim),Gewerblicher,KategorieMaisonetteWohnungslageErdgeschoss,EnergieträgerFernwärme,"Balkon, Garten, Terrasse Fenster: Holzfenster Weitere Räume: Kelleranteil ",Baujahr: 2009 1 Stellplatz: Tiefgarage ,2009,,EnergieträgerFernwärmeHeizungsartZentralheizung,Bei dieser Immobilie handelt es sich um eine Maisonettewohnung in München Trudering-Riem.Wohnfläche: ca. 121 m²Grundstück: ca. 1.965 m²Miteigentumsanteil: 14.833 / 100.000Die Wohnung verfügt über einen Balkon und einen Kellerraum. Es besteht das Sondernutzungsrecht an Garten- und Terrassenflächen...,,,,,,,,,,,,,,
1859,469.000 €,2," 55,30 m²",Straße nicht freigegeben,81545 München  (Untergiesing-Harlaching),Gewerblicher,Wohnungslage1. GeschossBezugab sofort,Bezugab sofort,"Bad mit Wanne, Gäste-WC Balkon Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1976 1 Stellplatz ,1976,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1976Wesentliche EnergieträgerGasEffizienzklasseEEndenergieverbrauch 139,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Die schöne Eigentumswohnung befindet sich im Herzen des 18. Münchener Stadtbezirks. In Untergiesing-Harlaching wird nicht nur von kurzen Versorgungswegen profitiert, insbesondere die vielen Grünflächen schaffen hier eine angenehme Wohnumgebung. Der tägliche Bedarf wird durch diverse Geschäfte und Dienstleister in...",,,,,,,,,,,,,,
1860,459.900 €,2," 42,56 m²",Industriestraße 30,81245 München  (Aubing-Lochhausen-Langwied),Gewerblicher,KategorieApartmentWohnungslage2. Geschoss,Wohnungslage2. Geschoss,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,2022,,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",,,,,,,,,,,,,,
