,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
1462,,Zustand: Erstbezug ,Baujahr: 2024 Personenaufzug ,EnergieträgerGas,Haben wir Ihr Interesse geweckt?Gerne vereinbaren wir mit Ihnen einen Termin und stehen Ihnen im persönlichen Gespräch beratend zur Seite.Sie können sich auch nach Terminvereinbarung in unserer Geschäftsstelle in München beraten lassen.Maßmannstr. 480333 München,214832.0,1,42.0,80995,(Feldmoching-Hasenbergl),Gewerblicher,2024,,,
1463,,"Bad mit Wanne Balkon Ausblick: Fernblick Einbauküche barrierefrei Böden: Fliesenboden, Laminat Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss Haustiere erlaubt ",Baujahr: 1974 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,"Zudem gibt viele Einkaufsmöglichkeiten zum täglichen Gebrauch u.a. Lebensmittel, Pflege, Ärzte, Restaurant, etc.",697000.0,4,94.0,81735,(Ramersdorf-Perlach),Gewerblicher,1974,,5,31.12.2022
1464,,"Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt ",Baujahr: 1982 Personenaufzug 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Bogenhausen im Münchner Osten, einer der beliebtesten Stadtteile Münchens, erstreckt sich von Johanneskirchen und Oberföhring im Norden über die wunderschönen Villen und Anwohnerstraßen Alt-Bogenhausens bis runter zur Prinzregentenstraße. Das gepflegte Wohnhaus ist in einem Karree zwischen der Prinzregentenstraße und der...",765000.0,4,92.0,81677,(Au-Haidhausen),Gewerblicher,1982,,,
1465,,"Garten Einbauküche barrierefrei, als Ferienimmobilie geeignet Zustand: gepflegt Weitere Räume: Kelleranteil Haustiere erlaubt ",Baujahr: 1963 Personenaufzug ,HeizungsartZentralheizung,* Schwabing Luitpoldpark *Die Terrassenwohnung befindet sich in Schwabing-West in der Nähe des Petuelparks. Auch der Luitpoldpark liegt nur einen Steinwurf vom Objekt entfernt. Schwabing-West ist eine der beliebtesten und begehrtesten Wohngegenden Münchens und der Luitpoldpark ist die grüne Oase dieses Viertels. Unter...,459000.0,2,54.27,80804,(Schwabing-West),Gewerblicher,1963,,Ground,
1466,,"Garten, Terrasse Einbauküche barrierefrei Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ",Baujahr: 1979 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärme,"Willkommen in Solln im Süden Münchens! Die Wohnung befindet sich in einer reinen Wohngegend. Anlaufstellen für den täglichen Bedarf wie Einkaufsmöglichkeiten und auch Schulen, Kindergärten, Ärztezentrum, Apotheke, Hallenschwimmbad, Parks usw. sind in kurzer Zeit erreichbar. Ein Hausarzt befindet sich zudem im gleichen Gebäude...",820000.0,3,105.0,81477,/,Gewerblicher,1979,,Ground,Sofort
1467,,"Bad mit Wanne Balkon Einbauküche WG-geeignet Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Insgesamt fast 62.000 Menschen wohnen im 5. Stadtbezirk Au-Haidhausen. Dieser hat sich trotz zentraler Lage das traditionelle und historische Stadtbild sowie die Münchner Lebenskultur beibehalten. Die Verkehrsanbindung könnte nicht besser sein, denn mit S-Bahn, U-Bahn, Straßenbahn und Bus ist jedes Ziel in kurzer Zeit...",620000.0,3,63.5,81669,(Au-Haidhausen),Gewerblicher,1972,,2,
1468,,"Bad mit Wanne, Gäste-WC Balkon Einbauküche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: renoviert / saniert Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1985 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Der Zamilapark im Stadtteil Bogenhausen liegt zwischen der Lüderitzstraße, dem Denninger Anger, der Bahnstrecke zum Münchner Flughafen sowie der Eggenfeldener Straße. Der Zamilapark ist etwa 13 Hektar groß und beherbergt die Siedlung Zamilapark. Diese wurde in der Zeit zwischen 1983 und 1991 von der Bayerischen...",890000.0,3,81.0,81929,(Bogenhausen),Gewerblicher,1985,,3 Roof,Sofort
1469,,Bad mit Dusche Böden: Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1960 ,EnergieträgerGasHeizungsartEtagenheizung,"Traumlage: An der Isar mitten im Glockenbachviertel mit all der typischen Vielfalt an Geschäften und netten Cafés und Restaurants. Die Isar ist in Sichtweite, der Gärtnerplatz ist nur ein paar Hundertmeter entfernt. Der U-Bahnhof ""Fraunhofer Straße"" ist in unmittelbarer Nähe. Hier lebt man im beliebtesten Viertel der Stadt...",775000.0,2,53.0,80469,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,1960,,4 Roof,Sofort
1470,,Gäste-WC Balkon Einbauküche Zustand: gepflegt ,Baujahr: 1892 1 Stellplatz ,EnergieträgerGas,"Neuhausen-Nymphenburg zählt zu den Spitzenwohnlagen Münchens. Stadtnah und dennoch herrlich grün, beeindruckt diese gesuchte Wohngegend durch die herrschaftliche Gründerzeit-Bebauung, prachtvolle Alleestraßen und das historische, großbürgerliche Flair.Die exklusiv von uns zum Kauf angebotene Galerie-Wohnung befindet...",1360000.0,4.5,125.0,80636,(Neuhausen-Nymphenburg),Gewerblicher,1892,,4 Roof,01.11.2022
1471,,"Bad mit Wanne, Gäste-WC Balkon Einbauküche Weitere Räume: Kelleranteil ",Baujahr: 2013 Personenaufzug 1 Stellplatz ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Bogenhausen ist ein gehobener Stadtteil im Münchner Osten. Die Wohnung liegt im nördlichen Teil Bogenhausens, in Oberföhring. Grund für die große Beliebtheit dieses Stadtviertels bei den Bewohnern ist die Lage und die direkte Umgebung mit zahlreichen Grünflächen, Spielplätzen, die Nähe zum Englischen Garten, der Isar und dem...",899000.0,3,85.0,81925,(Bogenhausen),Gewerblicher,2013,,2,Sofort
1472,,"Garten, Terrasse Einbauküche Zustand: renoviert / saniert ",Baujahr: 1957 1 Stellplatz ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der WOHNPARK AM FASANGARTEN befindet sich im äußersten Süden Münchens, im Stadtteil Obergiesing. Der Nachbarort Unterhaching ist nur einen Kilometer entfernt. Die Häuser des Wohnparks sind Teil der sogenannten »Amerikanischen Siedlung« am Perlacher Forst. Hier ist vor allem eines vorhanden: Platz, Platz, Platz! Platz in...",895000.0,5,112.95,81549,(Obergiesing),Gewerblicher,1957,,Ground,Nach Vereinbarung
1473,Industriestraße 30,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",929900.0,3,86.76,81245,(Aubing-Lochhausen-Langwied),Gewerblicher,2022,,3,
1474,,Loggia ,Baujahr: 1974 Personenaufzug ,HeizungsartZentralheizung,"Der überaus beliebte Stadtteil München-Au grenzt unmittelbar an die Isar und die Innenstadt der Landeshauptstadt an. Die ""Frühlingsanlagen"", das Isarhochufer, das nahegelegene ""Gärtnerplatzviertel"" und die Gegend um den ""Nockherberg"" erfreuen sich großer Beliebtheit. Daneben verfügt der Stadtteil Au/Haidhausen über zwei...",292000.0,1,28.05,81669,(Au-Haidhausen),Gewerblicher,1974,,5,
1475,,"Garten, Terrasse Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 2008 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Neuhausen ist einer der ältesten und beliebtesten Stadtteile Münchens. Flair und Charme verbreitet das ganze Viertel. Jung und Alt fühlen sich hier gleich wohl. Geht es um die täglichen Erledigungen, findet der Neuhauser gleich um die Ecke, zwischen denkmalgeschützten Häusern der Jahrhundertwende, modernen Wohnanlagen und den...",1050000.0,3.5,89.92,80636,(Neuhausen-Nymphenburg),Gewerblicher,2008,,Ground,Nach Vereinbarung
1476,,Gäste-WC Terrasse Weitere Räume: Kelleranteil ,Baujahr: 2001 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Der im Münchner Osten gelegene Stadtteil Daglfing gehört zu Bogenhausen und zählt damit zu den gefragtesten Gegenden der Landeshauptstadt mit all ihren Annehmlichkeiten. Die Infrastruktur und die Verkehrsanbindung sind als hervorragend zu bezeichnen. So liegt die Haltestelle ""Daglfing"" der S-Bahnlinie (S8) mit direkter...",849000.0,4,96.74,81929,(Bogenhausen),Gewerblicher,2001,,,Sofort
1477,Höslstraße 16,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Balkon barrierefrei Böden: Holzdielen, Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil, Abstellraum ",Personenaufzug 1 Stellplatz ,HeizungsartFußbodenheizung,"In gewachsener Nachbarschaft am Denninger Anger, einem der größten Grünzüge Bogenhausens, wird ein anspruchsvolles Projekt realisiert: Die Häuser Höslstraße 16 | 20 | 22 bilden ein stimmiges Ensemble von klassisch inspirierter Villenarchitektur auf einem parkähnlich angelegten Grundstück. Wie eh und je ist es das...",1750000.0,4,103.0,81927,(Bogenhausen),Gewerblicher,,,1,2024
1478,,Bad mit Wanne Balkon Böden: Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1972 Zustand: Altbau (bis 1945) Personenaufzug 1 Stellplatz: Parkhaus ,"EnergieträgerFernwärme, Gas",Das Ramses Haus besteht aus vier Eingängen mit insgesamt 343 Wohneinheiten und wurde 1972 erbaut. In der 17. Etage befindet sich eine Sauna. Ein Hallenbad und die Dachterrasse sind im 18. Stock mit einem traumhaften Blick über München zu finden. Direkt an das Ramses Haus grenzt das Paul-Ottmann Zentrum mit seinen vielfältigen...,549000.0,3,71.5,81243,(Aubing-Lochhausen-Langwied),Gewerblicher,1972,,13,Sofort
1479,,"Bad mit Wanne Balkon offene Küche Böden: Fliesenboden, Laminat Fenster: Kunststofffenster Ausstattung: möbliert Zustand: Erstbezug Weitere Räume: Dach ausgebaut, Wasch-Trockenraum Anschlüsse: Kabelanschluss ",Baujahr: 1971 Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,,270000.0,1,26.51,80337,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,1971,,3,
1480,,,,,"2 Zi. -Whg. im 1. OG, ca. 58 m² Wohnfl., Kellerabteil mit ca. 5,6 m² Nutzfl., Bj. ca. 1957Gläubiger: Kein Ansprechpartner vorhanden.Hier finden Sie weitere Informationen sowie Dokumente zum Object (bitte kopieren Sie den Link in ein neues Browser Fenster)...",565000.0,Unknown,58.0,80804,(Schwabing-West),Gewerblicher,,,,
1481,,Balkon Einbauküche Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1956 ,EnergieträgerGasHeizungsartZentralheizung,"Berg am Laim ist eines der ältesten Münchner Stadtviertel, welches sich einerseits zum Unternehmenszentrum entwickelt hat und andererseits, durch das Werksviertel, zu einem Kreativ-Quartier der Münchner Kunstszene geworden ist.In dem modernen Wohnviertel, das mit einigen Sehenswürdigkeiten punktet, befinden sich...",590000.0,3,61.25,81671,(Berg,Gewerblicher,1956,,1,Sofort
1482,,"Bad mit Dusche, Gäste-WC barrierefrei, rollstuhlgerecht Böden: Parkett Zustand: Erstbezug ",Baujahr: 2014 Zustand: Neubau Personenaufzug ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Das Glockenbachviertel zählt zu den begehrtesten Wohnlagen Münchens.Im Herzen dieses Viertels entstand das Prestige Objekt ""The SEVEN"", das zugleich das höchste Haus der Innenstadt darstellt und für Luxus, Sicherheit und Einmaligkeit steht. Zu Fuß ist man in wenigen Minuten am weltberühmtenViktualienmarkt, hier...",2575000.0,3,103.0,80469,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,2014,,2,
1483,,"Bad mit Wanne, Gäste-WC Balkon Ausblick: Fernblick Einbauküche Böden: Fliesenboden, Parkett Fenster: Aluminiumfenster Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss Haustiere erlaubt ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Herzlich Willkommen im Münchner Westen – herzlich willkommen in Moosach!Das Stadtviertel im Nordwesten Münchens gehört zu den Wohnlagen mit Charme und Herzlichkeit. Nicht nur die hervorragende Verkehrsanbindung mit der U-Bahn (U3), S-Bahn, Tram, Bus und  dem Pkw zum Mittleren Ring sowie die nahe Umgebung voller...",799900.0,3,87.34,80993,(Moosach),Gewerblicher,1972,,15,Nach Vereinbarung
1484,,"Bad mit Wanne Einbauküche Böden: Fliesenboden, Laminat Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1968 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,Der Stadtteil Laim liegt zwischen der Schwanthalerhöhe im Osten sowie Pasing im Westen und erstreckt sich in seiner Nord-Süd-Ausdehnung von den Bahnanlagen Hauptbahnhof-Pasing bis zur Autobahn A 96 München-Lindau. Laim selbst gliedert sich in zwei Bezirksteile: Friedenheim und St. Ulrich. Neben dem S-Bahnhof Laim ist der...,250000.0,1,30.0,80686,(Laim),Gewerblicher,1968,,,
1485,,Balkon Einbauküche Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1970 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Das Mehrfamilienhaus liegt im Norden Münchens. Sämtliche Geschäfte des täglichen Bedarfs liegen in der Umgebung. Auch diverse Freizeitmöglichkeiten wie z.B. das Dantebad liegen vor der Haustüre. Die U-Bahnhaltestelle Olympia-Einkaufszentrum oder Georg-Brauchle-Ring (U1, U3, U7) sind nur wenige Gehminuten entfernt.",328000.0,1,44.0,80992,(Moosach),Gewerblicher,1970,,2,
1486,,"Bad mit Wanne, Gäste-WC Balkon Einbauküche Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1969 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Die Immobilie liegt zentral und gut angebunden im Münchner Stadtteil Giesing, der insbesondere für seine Vielfalt an Architektur, Kultur und Menschen bekannt ist. Rund 3 km südlich der schönen Innenstadt Münchens lässt sich hier ein abwechslungsreicher Alltag gestalten.Der nächste Supermarkt befindet sich direkt...",684900.0,3,80.07,81541,(Obergiesing),Gewerblicher,1969,,2,
1487,,"Bad mit Wanne, Gäste-WC Balkon Weitere Räume: Kelleranteil ",Baujahr: 1964 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Die Blumenau liegt im Südwesten Münchens, im Stadtteil Hadern, der sich durch eine ruhige und vor allem sehr grüne Umgebung auszeichnet. Der Landschaftspark West, die grüne Lunge Münchens mit zahlreichen Spazierwegen, einer Baumschule und landwirtschaftlichen Flächen, die für die Frischluftzufuhr für die Stadt sorgt, grenzt...",499000.0,4,81.0,80689,(Hadern),Gewerblicher,1964,,5,Sofort
1488,,Gäste-WC Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1905 Zustand: Altbau (bis 1945) ,EnergieträgerGasHeizungsartEtagenheizung,"Schwabing als einer der beliebtesten Münchner Stadtteile erfreut sich seit geraumer Zeit schon großer Nachfrage und zählt zu den attraktivsten Adressen in München: Kinos und Cafés, Parks und Prominenz. Hier pulsiert das Leben: an der Münchner Freiheit, auf dem Elisabethmarkt, in der Hohenzollern- oder Leopoldstraße und...",990000.0,3,78.64,80802,(Schwabing-Freimann),Gewerblicher,1905,,1,
1489,,"Bad mit Dusche, Gäste-WC Terrasse Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 2013 Personenaufzug 1 Stellplatz ,"EnergieträgerFernwärmeHeizungsartFußbodenheizung, Zentralheizung","Die Eigentumswohnung liegt unmittelbar am AGFA Park, im südöstlich gelegenen Stadtteil Giesing. Nah am Zentrum und unweit der Isar bietet das neu entstandene Parkviertel Giesing alles, was das Herz begehrt. Durch die perfekte Anbindung an den öffentlichen Nahverkehr wird ein autofreies Leben so einfach wie noch nie. Gleich...",895000.0,3,97.25,81539,(Obergiesing),Gewerblicher,2013,,Ground,Sofort
1490,,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1971 Personenaufzug ,EnergieträgerGas,"Der Stadtteil Pasing grenzt im Osten an Laim und Nymphenburg und im Süden an Hadern. Nördlich der Bahnstrecke, die den Stadtteil durchquert, verläuft die Grenze zu Obermenzing. Über die DB-Hauptstrecke vom Münchner Hauptbahnhof und die S-Bahn-Stammstrecke ist Pasing optimal angebunden. Am Pasinger Bahnhof halten viele...",298000.0,1,32.0,81241,/,Gewerblicher,1971,,1,Sofort
1491,,"Bad mit Wanne Balkon Böden: Fliesenboden, Laminat, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1968 Personenaufzug 2 Stellplätze: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Der im Münchner Süden gelegene Stadtteil Solln gehört zu den besten Wohnlagen Münchens. Im Viertel befinden sich Villen, Einfamilienhäuser, Reihenhäuser und Wohnanlagen umgeben von weitläufigen Grünflächen.Schulen, Kindergärten und vielfältige Einkaufsmöglichkeiten sind fußläufig oder mit dem Fahrrad zu erreichen. Die...",730000.0,3.5,91.5,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1968,,2,Sofort
1492,,"Garten, Terrasse Zustand: Erstbezug ",Baujahr: 2023 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,"Wohnen in Pasing - Lebendiges Stadtviertel im Münchner WestenDer Münchner Stadtteil Pasing wird oft auch als ""Kleines München"" oder ""Stadt in der Stadt"" bezeichnet. Und tatsächlich hat Pasing seinen eigenen Viktualienmarkt und Marienplatz mit goldener Marienstatue.Inmitten dieser idyllischen Lage entsteht das...",1199900.0,3,115.3,81241,(Pasing-Obermenzing),Gewerblicher,2023,,Ground,01.06.2023
1493,,"Garten, Terrasse, Gartenanteil Böden: Parkett Weitere Räume: Kelleranteil ",Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage ,EnergieträgerElektro,"Als typischer Münchner Stadtteil, liegt Sendling-Westpark in direkter Nachbarschaft zu Mittersendling, Solln, Forstenried und Thalkirchen.Wie die Weltstadt mit Herz verbindet er traditionelle Münchner Lebensart mit urbaner Lebensqualität. Natur, Freizeit und gute Einkaufsmöglichkeiten - alles liegt in unmittelbarer...",2500000.0,5,185.8,81379,(Sendling-Westpark),Gewerblicher,,New,Ground,
1494,,"Balkon Einbauküche Böden: Holzdielen, Fliesenboden Fenster: Aluminiumfenster Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 2014 Personenaufzug 1 Stellplatz: Duplex ,"EnergieträgerFernwärmeHaustypKfW 55HeizungsartEtagenheizung, Fußbodenheizung",Einen Steinwurf vom Nymphenburger Schloss entfernt.alle Einkaufsmöglichkeiten in unmittelbarer Nähe.Beste Verkerhrsanbingug,709000.0,2,47.5,80331,(Neuhausen-Nymphenburg),Gewerblicher,2014,,2,Nach Vereinbarung
1495,Heinrich-Böll-Str. ,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Garten, Terrasse, Gartenanteil Einbauküche Böden: Fliesenboden, Laminat, Parkett Zustand: gepflegt Weitere Räume: Wasch-Trockenraum Anschlüsse: Kabelanschluss ",Baujahr: 2008 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,Ihr neues Zuhause liegt nahe des ca. 200-ha-großen Landschaftsparks (ehemaliges Gelände der Bundesgartenschau 2005) mit Badesee in absolut ruhiger Lage nahezu uneinsehbar. Den weitläufigen Park erreichen Sie in ca. 3 Gehminuten. Einkaufsmöglichkeiten des täglichen Bedarfs sowie Restaurants befinden sich in unmittelbarer...,990000.0,5,96.13,81829,(Trudering-Riem),Gewerblicher,2008,,Ground,
1496,,Terrasse Einbauküche Zustand: gepflegt ,Baujahr: 1974 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der begehrte Münchner Stadtteil Neuperlach-Süd liegt im beliebten Südosten der Landeshauptstadt und zeichnet sich durch seine hervorragende Infrastruktur und der ausgezeichneten Verkehrsanbindung aus. Es befinden sich die U-Bahn und S-Bahn-Station""Neuperlach Süd"", ""Neuperlach Zentrum"" und ""Therese-Giehse-Allee"" der Linien U5...",290000.0,1,42.52,81737,(Ramersdorf-Perlach),Gewerblicher,1974,,1,Sofort
1497,,Bad mit Wanne Balkon barrierefrei Böden: Holzdielen Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2018 Zustand: Neubau Personenaufzug 1 Stellplatz ,HeizungsartLuft-/Wasser-Wärmepumpe,"Idyllisch wohnen in Solln, einem herrlichen Ort für alle, die nicht mitten im Großstadttrubel und dennoch urban leben möchten.Der Münchner Stadtteil Solln zählt seit vielen Jahren zu den äußerst beliebten und begehrten Wohngegenden der Stadt. Ruhe, Beschaulichkeit und Stil beschreiben diesen Stadtteil am besten, der...",598000.0,2,42.5,81479,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2018,,1,Nach Vereinbarung
1498,,Einbauküche Ausstattung: neuwertig Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 2000 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Absolut zentrale Lage in München mit allen Geschäften, Ärzten.Viele Restaurants und Kaffees laden zum bummeln ein.Zentrale Bus und Verkehrsanbindung.",665000.0,2,53.0,80336,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,2000,,3,
1499,,Zustand: gepflegt ,Baujahr: 1976 Personenaufzug ,EnergieträgerFernwärme,"Zentrale Lage in München-Laim / Schwantahlerhöhe in Westparknähe. Anbindung an die öffentlichen Verkehrsmittel U-Bahn, Tram und Bus direkt vor der Haustür.",132000.0,Unknown,,80686,(Laim),Gewerblicher,1976,,3,
1500,,"Gäste-WC Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1972 Personenaufzug 1 Stellplatz ,EnergieträgerÖlHeizungsartZentralheizung,"Die Wohnung liegt in München Allach in der Nähe der A 99. In der unmittelbaren Nähe finden Sie die Firmen MAN und MTU.Einkaufsmöglichkeiten, Ärzte etc. finden Sie hier genauso wie das Nah- und Erholungsgebiet Allacher Lohe.Eine gute öffentliche Anbindung an die S-Bahn ist in 10 Gehminuten erreichbar.",594000.0,4,90.0,80997,(Allach-Untermenzing),Gewerblicher,1972,,,
1501,,Balkon Einbauküche Böden: Laminat Zustand: gepflegt ,Baujahr: 1973 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Die nächste U-Bahn Haltestelle Westendstraße erreichen Sie in wenigen Minuten.  Die Linie 62 des Busnetzes ist ebenfalls in wenigen Minuten erreichbar.  Für Interessierte am S-Bahn Netz bietet sich die in einigen hundert Metern entfernte Haltestelle ""Heimeranplatz"" an. Zur Freizeitgestaltung bietet sich der Westpark...",270000.0,1,32.6,80687,(Laim),Gewerblicher,1973,,11,
1502,Grünwalder Straße 108,Bad mit Dusche Balkon Ausblick: Fernblick Einbauküche Fenster: Aluminiumfenster Ausstattung: möbliert Weitere Räume: Kelleranteil ,Baujahr: 1964 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerÖlHeizungsartZentralheizung,"Hier wohnt man gerne: Diese schöne Wohnung liegt südlich vom Münchner Zentrum, im Stadtteil Untergiesing-Harlaching.Nur einen knappen Kilometer zu Fuß entfernt erreicht man die Isarauen. Hier am Wasser und den Parks kann man seine Freizeit wunderbar verbringen. Ob Joggen, Schwimmen oder nur zum Spazierengehen…Am...",349000.0,1,40.2,81547,(Untergiesing-Harlaching),Gewerblicher,1964,,8,
1503,,"Bad mit Dusche Einbauküche barrierefrei Böden: Parkett Ausstattung: möbliert, neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2013 Zustand: Neubau 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärme,"Stadtlage mit allen MöglichkeitenDie Lage des Apartments überzeugt neben seiner Zentralität vor allem durch seine Vielfältigkeit und die kurzen Wege.Das Freizeitangebot ist umfangreich, nahegelegene Grünflächen und Parks sowie Cafés, Bars und Restaurants lassen keine Wünsche offen. Der Bavariapark oder die...",565000.0,1,40.0,80336,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,2013,,Ground,01.08.2023
1504,,"Balkon Böden: Fliesenboden, Parkett ",Baujahr: 1960 1 Stellplatz ,EnergieträgerÖlHeizungsartFußbodenheizung,,675000.0,3,75.0,81379,(Sendling-Westpark),Gewerblicher,1960,,3,Sofort
1505,,Bad mit Wanne Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 2003 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Eine ruhige, angenehme Nachbarschaft, zahlreiche Grünflächen im nahen Umfeld und Zugang zu einer gut ausgebauten Infrastruktur sorgen in der Wohnlage in Lerchenau im Münchener Stadtbezirk Feldmoching für eine hohe Lebensqualität. Die gute Erreichbarkeit des städtischen BMW-Werks macht sie außerdem zur idealen Wahl für...",549000.0,3,66.05,80935,(Feldmoching-Hasenbergl),Gewerblicher,2003,,1,Sofort
1506,,"Bad mit Wanne und Dusche Garten, Terrasse Einbauküche Böden: Fliesenboden, Parkett Weitere Räume: Kelleranteil ",Baujahr: 2000 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,Der 15. und östlichste Stadtbezirk Trudering ist Heimat für derzeit ca. 72.000 Münchnerinnen und Münchner. Er gehört flächenmäßig zu den größten Stadtbezirken. Trudering ist in erster Linie Wohnviertel mit vielen Ein- und Zweifamilienhäusern. Der Truderinger Wald ist die größte zusammenhängende Waldfläche im Münchner...,825000.0,4,93.78,81829,(Trudering-Riem),Gewerblicher,2000,,Ground,
1507,,barrierefrei Böden: Teppichboden Zustand: gepflegt ,Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,Lerchenauer See: Sehr gute Infrastruktur und Anbindung an die öffentlichen Verkehrsmittel.   U1 und U3 an der Haltestelle Olympia-Einkaufszentrum in 7 Fahrminuten mit dem Bus erreichbar. Von hier Anbindung an die Innenstadt.,409000.0,3,70.5,80995,(Feldmoching-Hasenbergl),Gewerblicher,,,,
1508,,Balkon Fenster: Kunststofffenster Weitere Räume: Abstellraum ,Baujahr: 1966 Personenaufzug ,,"Bei dieser Immobilie handelt es sich um eine 2-Zimmer Wohnung in München-Englschalking.Wohnfläche: ca. 63 m²Grundstück: ca. 32.842 m²Miteigentumsanteil: 2,13 / 1.000Dazugehörig ist ein Kellerraum und ein Balkon.Insgesamt besteht ein altersgemäßer Unterhaltszustand mit deutlichen...",495000.0,2,63.0,81927,(Bogenhausen),Gewerblicher,1966,,13,
